COD_PAIS|NOM_PAIS|DT_INI|DT_FIM
1504|GUERNSEY, ILHA DO CANAL (INCLUI ALDERNEY E SARK)|01012009|
01504|GUERNSEY, ILHA DO CANAL (INCLUI ALDERNEY E SARK)|01012009|
1508|JERSEY, ILHA DO CANAL|01012009|
01508|JERSEY, ILHA DO CANAL|01012009|
1511|CANARIAS, ILHAS|01012009|
01511|CANARIAS, ILHAS|01012009|
1538|CAZAQUISTAO, REPUBLICA DO|01012009|
01538|CAZAQUISTAO, REPUBLICA DO|01012009|
1546|CATAR|01012009|
01546|CATAR|01012009|
1589|CHILE|01012009|
01589|CHILE|01012009|
1600|CHINA, REPUBLICA POPULAR|01012009|
01600|CHINA, REPUBLICA POPULAR|01012009|
1619|FORMOSA (TAIWAN)|01012009|
01619|FORMOSA (TAIWAN)|01012009|
1635|CHIPRE|01012009|
01635|CHIPRE|01012009|
1651|COCOS(KEELING),ILHAS|01012009|
01651|COCOS(KEELING),ILHAS|01012009|
1694|COLOMBIA|01012009|
01694|COLOMBIA|01012009|
1732|COMORES, ILHAS|01012009|
01732|COMORES, ILHAS|01012009|
1775|CONGO|01012009|
01775|CONGO|01012009|
1830|COOK, ILHAS|01012009|
01830|COOK, ILHAS|01012009|
1872|COREIA, REP.POP.DEMOCRATICA|01012009|
01872|COREIA, REP.POP.DEMOCRATICA|01012009|
1902|COREIA, REPUBLICA DA|01012009|
01902|COREIA, REPUBLICA DA|01012009|
1937|COSTA DO MARFIM|01012009|
01937|COSTA DO MARFIM|01012009|
1953|CROACIA (REPUBLICA DA)|01012009|
01953|CROACIA (REPUBLICA DA)|01012009|
1961|COSTA RICA|01012009|
01961|COSTA RICA|01012009|
1988|COVEITE|01012009|
01988|COVEITE|01012009|
1996|CUBA|01012009|
01996|CUBA|01012009|
2291|BENIN|01012009|
02291|BENIN|01012009|
2321|DINAMARCA|01012009|
02321|DINAMARCA|01012009|
2356|DOMINICA,ILHA|01012009|
02356|DOMINICA,ILHA|01012009|
2399|EQUADOR|01012009|
02399|EQUADOR|01012009|
2402|EGITO|01012009|
02402|EGITO|01012009|
2437|ERITREIA|01012009|
02437|ERITREIA|01012009|
2445|EMIRADOS ARABES UNIDOS|01012009|
02445|EMIRADOS ARABES UNIDOS|01012009|
2453|ESPANHA|01012009|
02453|ESPANHA|01012009|
2461|ESLOVENIA, REPUBLICA DA|01012009|
02461|ESLOVENIA, REPUBLICA DA|01012009|
2470|ESLOVACA, REPUBLICA|01012009|
02470|ESLOVACA, REPUBLICA|01012009|
2496|ESTADOS UNIDOS|01012009|
02496|ESTADOS UNIDOS|01012009|
2518|ESTONIA, REPUBLICA DA|01012009|
02518|ESTONIA, REPUBLICA DA|01012009|
2534|ETIOPIA|01012009|
02534|ETIOPIA|01012009|
2550|FALKLAND (ILHAS MALVINAS)|01012009|
02550|FALKLAND (ILHAS MALVINAS)|01012009|
2593|FEROE, ILHAS|01012009|
02593|FEROE, ILHAS|01012009|
2674|FILIPINAS|01012009|
02674|FILIPINAS|01012009|
2712|FINLANDIA|01012009|
02712|FINLANDIA|01012009|
2755|FRANCA|01012009|
02755|FRANCA|01012009|
2810|GABAO|01012009|
02810|GABAO|01012009|
2852|GAMBIA|01012009|
02852|GAMBIA|01012009|
2895|GANA|01012009|
02895|GANA|01012009|
2917|GEORGIA, REPUBLICA DA|01012009|
02917|GEORGIA, REPUBLICA DA|01012009|
2933|GIBRALTAR|01012009|
02933|GIBRALTAR|01012009|
2976|GRANADA|01012009|
02976|GRANADA|01012009|
3018|GRECIA|01012009|
03018|GRECIA|01012009|
3050|GROENLANDIA|01012009|
03050|GROENLANDIA|01012009|
3093|GUADALUPE|01012009|
03093|GUADALUPE|01012009|
3131|GUAM|01012009|
03131|GUAM|01012009|
3174|GUATEMALA|01012009|
03174|GUATEMALA|01012009|
3255|GUIANA FRANCESA|01012009|
03255|GUIANA FRANCESA|01012009|
3298|GUINE|01012009|
03298|GUINE|01012009|
3310|GUINE-EQUATORIAL|01012009|
03310|GUINE-EQUATORIAL|01012009|
3344|GUINE-BISSAU|01012009|
03344|GUINE-BISSAU|01012009|
3379|GUIANA|01012009|
03379|GUIANA|01012009|
3417|HAITI|01012009|
03417|HAITI|01012009|
3450|HONDURAS|01012009|
03450|HONDURAS|01012009|
3514|HONG KONG|01012009|
03514|HONG KONG|01012009|
3557|HUNGRIA, REPUBLICA DA|01012009|
03557|HUNGRIA, REPUBLICA DA|01012009|
3573|IEMEN|01012009|
03573|IEMEN|01012009|
3595|MAN, ILHA DE|01012009|
03595|MAN, ILHA DE|01012009|
3611|INDIA|01012009|
03611|INDIA|01012009|
3654|INDONESIA|01012009|
03654|INDONESIA|01012009|
3697|IRAQUE|01012009|
03697|IRAQUE|01012009|
3727|IRA, REPUBLICA ISLAMICA DO|01012009|
03727|IRA, REPUBLICA ISLAMICA DO|01012009|
3751|IRLANDA|01012009|
03751|IRLANDA|01012009|
3794|ISLANDIA|01012009|
03794|ISLANDIA|01012009|
3832|ISRAEL|01012009|
03832|ISRAEL|01012009|
3867|ITALIA|01012009|
03867|ITALIA|01012009|
3913|JAMAICA|01012009|
03913|JAMAICA|01012009|
3964|JOHNSTON, ILHAS|01012009|
03964|JOHNSTON, ILHAS|01012009|
3999|JAPAO|01012009|
03999|JAPAO|01012009|
4030|JORDANIA|01012009|
04030|JORDANIA|01012009|
4111|KIRIBATI|01012009|
04111|KIRIBATI|01012009|
4200|LAOS, REP.POP.DEMOCR.DO|01012009|
04200|LAOS, REP.POP.DEMOCR.DO|01012009|
4260|LESOTO|01012009|
04260|LESOTO|01012009|
4278|LETONIA, REPUBLICA DA|01012009|
04278|LETONIA, REPUBLICA DA|01012009|
4316|LIBANO|01012009|
04316|LIBANO|01012009|
4340|LIBERIA|01012009|
04340|LIBERIA|01012009|
4383|LIBIA|01012009|
04383|LIBIA|01012009|
4405|LIECHTENSTEIN|01012009|
04405|LIECHTENSTEIN|01012009|
4421|LITUANIA, REPUBLICA DA|01012009|
04421|LITUANIA, REPUBLICA DA|01012009|
4456|LUXEMBURGO|01012009|
04456|LUXEMBURGO|01012009|
4472|MACAU|01012009|
04472|MACAU|01012009|
4499|MACEDONIA, ANT.REP.IUGOSLAVA|01012009|
04499|MACEDONIA, ANT.REP.IUGOSLAVA|01012009|
4502|MADAGASCAR|01012009|
04502|MADAGASCAR|01012009|
4525|MADEIRA, ILHA DA|01012009|
04525|MADEIRA, ILHA DA|01012009|
4553|MALASIA|01012009|
04553|MALASIA|01012009|
4588|MALAVI|01012009|
04588|MALAVI|01012009|
4618|MALDIVAS|01012009|
04618|MALDIVAS|01012009|
4642|MALI|01012009|
04642|MALI|01012009|
4677|MALTA|01012009|
04677|MALTA|01012009|
4723|MARIANAS DO NORTE|01012009|
04723|MARIANAS DO NORTE|01012009|
4740|MARROCOS|01012009|
04740|MARROCOS|01012009|
4766|MARSHALL,ILHAS|01012009|
04766|MARSHALL,ILHAS|01012009|
4774|MARTINICA|01012009|
04774|MARTINICA|01012009|
4855|MAURICIO|01012009|
04855|MAURICIO|01012009|
4880|MAURITANIA|01012009|
04880|MAURITANIA|01012009|
4901|MIDWAY, ILHAS|01012009|
04901|MIDWAY, ILHAS|01012009|
4936|MEXICO|01012009|
04936|MEXICO|01012009|
4944|MOLDAVIA, REPUBLICA DA|01012009|
04944|MOLDAVIA, REPUBLICA DA|01012009|
4952|MONACO|01012009|
04952|MONACO|01012009|
4979|MONGOLIA|01012009|
04979|MONGOLIA|01012009|
4985|MONTENEGRO|01012009|
04985|MONTENEGRO|01012009|
4995|MICRONESIA|01012009|
04995|MICRONESIA|01012009|
5010|MONTSERRAT,ILHAS|01012009|
05010|MONTSERRAT,ILHAS|01012009|
5053|MOCAMBIQUE|01012009|
05053|MOCAMBIQUE|01012009|
5070|NAMIBIA|01012009|
05070|NAMIBIA|01012009|
5088|NAURU|01012009|
05088|NAURU|01012009|
5118|CHRISTMAS,ILHA (NAVIDAD)|01012009|
05118|CHRISTMAS,ILHA (NAVIDAD)|01012009|
5177|NEPAL|01012009|
05177|NEPAL|01012009|
5215|NICARAGUA|01012009|
05215|NICARAGUA|01012009|
5258|NIGER|01012009|
05258|NIGER|01012009|
5282|NIGERIA|01012009|
05282|NIGERIA|01012009|
5312|NIUE,ILHA|01012009|
05312|NIUE,ILHA|01012009|
5355|NORFOLK,ILHA|01012009|
05355|NORFOLK,ILHA|01012009|
5380|NORUEGA|01012009|
05380|NORUEGA|01012009|
5428|NOVA CALEDONIA|01012009|
05428|NOVA CALEDONIA|01012009|
5452|PAPUA NOVA GUINE|01012009|
05452|PAPUA NOVA GUINE|01012009|
5487|NOVA ZELANDIA|01012009|
05487|NOVA ZELANDIA|01012009|
5517|VANUATU|01012009|
05517|VANUATU|01012009|
5568|OMA|01012009|
05568|OMA|01012009|
5665|PACIFICO,ILHAS DO (POSSESSAO DOS EUA)|01012009|
05665|PACIFICO,ILHAS DO (POSSESSAO DOS EUA)|01012009|
5738|PAISES BAIXOS (HOLANDA)|01012009|
05738|PAISES BAIXOS (HOLANDA)|01012009|
5754|PALAU|01012009|
05754|PALAU|01012009|
5762|PAQUISTAO|01012009|
05762|PAQUISTAO|01012009|
5800|PANAMA|01012009|
05800|PANAMA|01012009|
5860|PARAGUAI|01012009|
05860|PARAGUAI|01012009|
5894|PERU|01012009|
05894|PERU|01012009|
5932|PITCAIRN,ILHA|01012009|
05932|PITCAIRN,ILHA|01012009|
5991|POLINESIA FRANCESA|01012009|
05991|POLINESIA FRANCESA|01012009|
6033|POLONIA, REPUBLICA DA|01012009|
06033|POLONIA, REPUBLICA DA|01012009|
6076|PORTUGAL|01012009|
06076|PORTUGAL|01012009|
6114|PORTO RICO|01012009|
06114|PORTO RICO|01012009|
6238|QUENIA|01012009|
06238|QUENIA|01012009|
6254|QUIRGUIZ, REPUBLICA|01012009|
06254|QUIRGUIZ, REPUBLICA|01012009|
6289|REINO UNIDO|01012009|
06289|REINO UNIDO|01012009|
6408|REPUBLICA CENTRO-AFRICANA|01012009|
06408|REPUBLICA CENTRO-AFRICANA|01012009|
6475|REPUBLICA DOMINICANA|01012009|
06475|REPUBLICA DOMINICANA|01012009|
6602|REUNIAO, ILHA|01012009|
06602|REUNIAO, ILHA|01012009|
6653|ZIMBABUE|01012009|
06653|ZIMBABUE|01012009|
6700|ROMENIA|01012009|
06700|ROMENIA|01012009|
6750|RUANDA|01012009|
06750|RUANDA|01012009|
6769|RUSSIA, FEDERACAO DA|01012009|
06769|RUSSIA, FEDERACAO DA|01012009|
6777|SALOMAO, ILHAS|01012009|
06777|SALOMAO, ILHAS|01012009|
6781|SAINT KITTS E NEVIS|01012009|
06781|SAINT KITTS E NEVIS|01012009|
6858|SAARA OCIDENTAL|01012009|
06858|SAARA OCIDENTAL|01012009|
6874|EL SALVADOR|01012009|
06874|EL SALVADOR|01012009|
6904|SAMOA|01012009|
06904|SAMOA|01012009|
6912|SAMOA AMERICANA|01012009|
06912|SAMOA AMERICANA|01012009|
6955|SAO CRISTOVAO E NEVES,ILHAS|01012009|
06955|SAO CRISTOVAO E NEVES,ILHAS|01012009|
6971|SAN MARINO|01012009|
06971|SAN MARINO|01012009|
7005|SAO PEDRO E MIQUELON|01012009|
07005|SAO PEDRO E MIQUELON|01012009|
7056|SAO VICENTE E GRANADINAS|01012009|
07056|SAO VICENTE E GRANADINAS|01012009|
7102|SANTA HELENA|01012009|
07102|SANTA HELENA|01012009|
7153|SANTA LUCIA|01012009|
07153|SANTA LUCIA|01012009|
7200|SAO TOME E PRINCIPE, ILHAS|01012009|
07200|SAO TOME E PRINCIPE, ILHAS|01012009|
7285|SENEGAL|01012009|
07285|SENEGAL|01012009|
7315|SEYCHELLES|01012009|
07315|SEYCHELLES|01012009|
7358|SERRA LEOA|01012009|
07358|SERRA LEOA|01012009|
7370|SERVIA|01012009|
07370|SERVIA|01012009|
7412|CINGAPURA|01012009|
07412|CINGAPURA|01012009|
7447|SIRIA, REPUBLICA ARABE DA|01012009|
07447|SIRIA, REPUBLICA ARABE DA|01012009|
7480|SOMALIA|01012009|
07480|SOMALIA|01012009|
7501|SRI LANKA|01012009|
07501|SRI LANKA|01012009|
7544|SUAZILANDIA|01012009|19072018
07544|SUAZILANDIA|01012009|19072018
7560|AFRICA DO SUL|01012009|
07560|AFRICA DO SUL|01012009|
7595|SUDAO|01012009|
07595|SUDAO|01012009|
7641|SUECIA|01012009|
07641|SUECIA|01012009|
7676|SUICA|01012009|
07676|SUICA|01012009|
7706|SURINAME|01012009|
07706|SURINAME|01012009|
7722|TADJIQUISTAO, REPUBLICA DO|01012009|
07722|TADJIQUISTAO, REPUBLICA DO|01012009|
7765|TAILANDIA|01012009|
07765|TAILANDIA|01012009|
7803|TANZANIA, REP.UNIDA DA|01012009|
07803|TANZANIA, REP.UNIDA DA|01012009|
7820|TERRITORIO BRIT.OC.INDICO|01012009|
07820|TERRITORIO BRIT.OC.INDICO|01012009|
7838|DJIBUTI|01012009|
07838|DJIBUTI|01012009|
7889|CHADE|01012009|
07889|CHADE|01012009|
7919|TCHECA, REPUBLICA|01012009|
07919|TCHECA, REPUBLICA|01012009|
7951|TIMOR LESTE|01012009|
07951|TIMOR LESTE|01012009|
8001|TOGO|01012009|
08001|TOGO|01012009|
8052|TOQUELAU,ILHAS|01012009|
08052|TOQUELAU,ILHAS|01012009|
8109|TONGA|01012009|
08109|TONGA|01012009|
8150|TRINIDAD E TOBAGO|01012009|
08150|TRINIDAD E TOBAGO|01012009|
8206|TUNISIA|01012009|
08206|TUNISIA|01012009|
8230|TURCAS E CAICOS,ILHAS|01012009|
08230|TURCAS E CAICOS,ILHAS|01012009|
8249|TURCOMENISTAO, REPUBLICA DO|01012009|
08249|TURCOMENISTAO, REPUBLICA DO|01012009|
8273|TURQUIA|01012009|
08273|TURQUIA|01012009|
8281|TUVALU|01012009|
08281|TUVALU|01012009|
8311|UCRANIA|01012009|
08311|UCRANIA|01012009|
8338|UGANDA|01012009|
08338|UGANDA|01012009|
8451|URUGUAI|01012009|
08451|URUGUAI|01012009|
8478|UZBEQUISTAO, REPUBLICA DO|01012009|
08478|UZBEQUISTAO, REPUBLICA DO|01012009|
8486|VATICANO, EST.DA CIDADE DO|01012009|
08486|VATICANO, EST.DA CIDADE DO|01012009|
8508|VENEZUELA|01012009|
08508|VENEZUELA|01012009|
8583|VIETNA|01012009|
08583|VIETNA|01012009|
8630|VIRGENS,ILHAS (BRITANICAS)|01012009|
08630|VIRGENS,ILHAS (BRITANICAS)|01012009|
8664|VIRGENS,ILHAS (E.U.A.)|01012009|
08664|VIRGENS,ILHAS (E.U.A.)|01012009|
8702|FIJI|01012009|
08702|FIJI|01012009|
8737|WAKE, ILHA|01012009|
08737|WAKE, ILHA|01012009|
8885|CONGO, REPUBLICA DEMOCRATICA DO|01012009|
08885|CONGO, REPUBLICA DEMOCRATICA DO|01012009|
8907|ZAMBIA|01012009|
08907|ZAMBIA|01012009|
8958|ZONA DO CANAL DO PANAMA|01012009|
08958|ZONA DO CANAL DO PANAMA|01012009|
7600|SUDAO DO SUL|01072011|
07600|SUDAO DO SUL|01072011|
4235|LEBUAN,ILHAS|01012009|
04235|LEBUAN,ILHAS|01012009|
4885|MAYOTTE (ILHAS FRANCESAS)|01012009|
04885|MAYOTTE (ILHAS FRANCESAS)|01012009|
5780|PALESTINA|29112012|
05780|PALESTINA|29112012|
2003|CURAÇÃO|07122015|
02003|CURAÇÃO|07122015|
699|SÃO MARTINHO, ILHA DE (PARTE HOLANDESA)|01012017|31122019
0699|SÃO MARTINHO, ILHA DE (PARTE HOLANDESA)|01012017|31122019
00699|SÃO MARTINHO, ILHA DE (PARTE HOLANDESA)|01012017|31122019
6998|SAO MARTINHO, ILHA DE (PARTE HOLANDESA)|01012020|
06998|SAO MARTINHO, ILHA DE (PARTE HOLANDESA)|01012020|
6980|SAO MARTINHO, ILHA DE (PARTE FRANCESA)|01012017|
06980|SAO MARTINHO, ILHA DE (PARTE FRANCESA)|01012017|
7544|ESWATINI|20072018|
07544|ESWATINI|20072018|
990|BONAIRE, SAINT EUSTATIUS E SABA|01012017|
0990|BONAIRE, SAINT EUSTATIUS E SABA|01012017|
00990|BONAIRE, SAINT EUSTATIUS E SABA|01012017|
