# derivatived of cosmic shear data vector from Friedrich&Eifler (2018)
# evaluated at Omega_m = 0.3156 , sigma_8 = 0.831 , w_0 = -1.0
# dx/dOmega_m   dx/dsigma_8   dx/dw0
7.239832269294323379e-06 4.373918306275936947e-06 -4.860741581868058699e-07
5.352511728756177842e-06 3.365502794081103383e-06 -4.027956981554763307e-07
3.722232430852705765e-06 2.575303204283958810e-06 -3.176365646169514893e-07
1.010957498010951749e-04 5.184799626196357164e-05 -3.619902207204080645e-06
9.763306111309554643e-05 5.310781464325675416e-05 -3.556825274759864333e-06
9.031967203939573140e-05 5.220406779772121682e-05 -3.316508388526169103e-06
7.966924792359186575e-05 4.879470171610260408e-05 -2.924510430849003621e-06
6.691272422061271899e-05 4.316359569320860718e-05 -2.479784050112497743e-06
5.380457109974143347e-05 3.614882320296951594e-05 -2.033162530890898767e-06
4.187020085405442115e-05 2.884253694925446106e-05 -1.646088810216336519e-06
3.202547194504885646e-05 2.216232599870561576e-05 -1.343785208588557745e-06
2.447481491353275160e-05 1.664034556075135617e-05 -1.125523255993073112e-06
1.888277699355307837e-05 1.239750937975317378e-05 -9.715948260255454714e-07
1.470732817823918191e-05 9.291770458861372270e-06 -8.533679093896026603e-07
1.143094990784992301e-05 7.056529191311348792e-06 -7.462993917638695255e-07
8.692302815200493891e-06 5.420156132484257109e-06 -6.371619834380941913e-07
6.316521527065509798e-06 4.179567827574868604e-06 -5.208769936699338566e-07
4.279085037632316944e-06 3.187146986697221115e-06 -4.016635041563670102e-07
1.239305935963754370e-04 6.523660750563368591e-05 -4.400722342143909211e-06
1.186422329106190751e-04 6.629441302347566277e-05 -4.267885132947132865e-06
1.086534115201964507e-04 6.450702938333870943e-05 -3.928584986165824830e-06
9.479226294779600679e-05 5.958907391499336308e-05 -3.443102636277800489e-06
7.881926460516622051e-05 5.206337191336097447e-05 -2.896976689191708965e-06
6.285961209178376834e-05 4.310899200531956500e-05 -2.370430184360978771e-06
4.866114741766655502e-05 3.407844953147808308e-05 -1.924101811217690679e-06
3.715955380466593865e-05 2.601936015633608929e-05 -1.584507139886870167e-06
2.843609944120348477e-05 1.948098420814989160e-05 -1.344636465466900909e-06
2.200664350915728607e-05 1.452615833355680080e-05 -1.173768421602954684e-06
1.717634664223679545e-05 1.092103612314327222e-05 -1.033367879239901942e-06
1.331253378384811150e-05 8.328559717871396645e-06 -9.043972827996823885e-07
1.004004075952068444e-05 6.420054762705780636e-06 -7.653031722000642811e-07
7.210840279463831597e-06 4.953476598208525228e-06 -6.187461689051435114e-07
4.798263890774184259e-06 3.765774234812507815e-06 -4.681141976831875050e-07
1.440815474988360947e-04 7.861233893805290220e-05 -5.434287047007314050e-06
1.357190060692407244e-04 7.887584984441788072e-05 -5.360688588943043160e-06
1.228758247211527170e-04 7.602734358658195146e-05 -4.781710557666965988e-06
1.057657913705720338e-04 6.882752605148389146e-05 -4.188956622561826391e-06
8.725893060207587858e-05 5.914063202191533267e-05 -3.430821938258624571e-06
6.897381744971722883e-05 4.856004749163425117e-05 -2.844979610137482993e-06
5.340837629176748786e-05 3.806858004369236025e-05 -2.271107566462975369e-06
4.080306320333862207e-05 2.894508888693355799e-05 -1.897869384233514254e-06
3.129258133719961559e-05 2.166643195280985038e-05 -1.629884555003492568e-06
2.427366223115414655e-05 1.620920328644635843e-05 -1.427242964121183382e-06
1.892416701543166355e-05 1.225236633269871753e-05 -1.257904335401741384e-06
1.459797389015696598e-05 9.388820933085220219e-06 -1.090486478095869996e-06
1.088447160305867751e-05 7.256701888363768870e-06 -9.154229039040741805e-07
7.662996449129848753e-06 5.594895557801521313e-06 -7.308522278889743014e-07
4.981317070316702593e-06 4.224588786259128497e-06 -5.373532522183743799e-07
1.899469635312781750e-04 1.095808519523529891e-04 -7.355818602280823058e-06
1.767713917202504939e-04 1.081246104538470960e-04 -6.828765223292849258e-06
1.572010373093699097e-04 1.016206368117808040e-04 -6.040025322942761156e-06
1.332940748152190984e-04 9.055499431315272888e-05 -5.163264647616603936e-06
1.082487954443196493e-04 7.652337523294702162e-05 -4.278511505988961267e-06
8.490546560360857995e-05 6.163630534335596406e-05 -3.515014723831843483e-06
6.525439604337391339e-05 4.777615434725634834e-05 -2.908891871894049265e-06
4.991197599174621301e-05 3.611775459305146906e-05 -2.460491981975372009e-06
3.847571607069554363e-05 2.703209674472216586e-05 -2.137837448464517518e-06
2.995561167971752805e-05 2.032178877741975758e-05 -1.888020332410679717e-06
2.331408174654949882e-05 1.546748068438605597e-05 -1.665437979837258177e-06
1.782017562275086840e-05 1.193075868652744194e-05 -1.431874230414626560e-06
1.303790815429658167e-05 9.253032484050572801e-06 -1.187793801481170348e-06
8.922243715390044448e-06 7.121734389596462873e-06 -9.223838793064373766e-07
5.609200140673064760e-06 5.321150594257541330e-06 -6.606083458703502449e-07
2.793909482386720648e-04 1.769636228632073338e-04 -1.036906772830008196e-05
2.528636289182678684e-04 1.688536788631268771e-04 -9.326132105915614927e-06
2.186118269410219363e-04 1.532455444002307201e-04 -8.107159499079480284e-06
1.810909737351071834e-04 1.322020573746425455e-04 -6.870285888878305985e-06
1.443210365265256898e-04 1.086432589440375682e-04 -5.748974046421929571e-06
1.120760248626109145e-04 8.573423797249501109e-05 -4.817174728756506335e-06
8.610159725550447401e-05 6.566909354103734025e-05 -4.113141055431670872e-06
6.615099469575341274e-05 4.950269266871185883e-05 -3.589298166680699397e-06
5.140264587500241347e-05 3.727839296685848025e-05 -3.183468942944761370e-06
4.007350432123913520e-05 2.836196039416713548e-05 -2.820871688616318287e-06
3.085501309928751894e-05 2.186681503943442841e-05 -2.469976941263745903e-06
2.297751381919067989e-05 1.702544121505727444e-05 -2.091793739387184136e-06
1.612174733003145002e-05 1.321859353041687318e-05 -1.670376031566913336e-06
1.042023785093207047e-05 1.007051952189616378e-05 -1.240527651800824607e-06
6.140593359113162191e-06 7.379993828324484472e-06 -8.709801573954497407e-07
